Year,Organisation,Critical Industry,Organisation size,Level of digital intensity,Sector,Country,Cyber security role,Cyber security frameworks,Education and awareness policy,Policy,"Prevention, Detection and Recovery",Improper network segmentation,Inappropriate remote access,Absence of encryption,Detector,Restructuring after attack,Bribe/ransom paid,Free identity or credit theft monitoring,Additional disclosure of information,Number of users affected,Overall nature of attack,Attack type,Attacker,Attack vector,Impact on data,Aspect of Confidentiality-Integrity-Availability triad affected,Individual(s) name(s) leaked/exposed,Address(es) leaked/exposed,Other personally identifiable information (PII) leaked/exposed,Track 1 - Credit card details leaked/exposed,Track 2 - Credit card details leaked/exposed,Social security number/tax number leaked/exposed,Subsequent fraudulent use of data,Investigation,Undertook investigation,Litigation by public,Penalties/settlement paid or actions imposed,Imposed penalties or actions on organisation,Fines issued by government or relevant body,Settlement paid,Effect on share price,Summary,
2016,Urgent Care Clinic of Oxford,Yes,Small,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,Yes,NA,Organisation,Yes,No,Yes,No,Missing,Type 1,Installed malware,External,Unknown network attack,High,Availability,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,NA,Ransomware ,
2017,Urology Austin,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,No,279663,Type 1,Installed malware,External,Unknown network attack,High,Availability,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,NA,Ransomware ,
2016,"Ursus Holdings, LLC",Yes,Medium,High,Finance and insurance,USA,No,No,No,Yes,Medium,No,No,No,Organisation,Yes,No,Yes,Yes,Missing,Type 2,Misuse of resources,External,Social engineering,High,Confidentiality,Yes,No,Yes,Yes,NA,Yes,No,No,No,No,No,No,No,No,NA,Phishing attack,
2008,US Army,Yes,Large,Medium-High,Public administration and defence,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,No,No,Missing,Type 1,Installed malware,External,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Physical device used to install malware,
2012,US Army Fort Monmouth,Yes,Large,Medium-High,Public administration and defence,USA,Yes,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,No,36000,NA,NA,External,Unknown network attack,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown attack,
2016,US Election Assistance Commission,Yes,Medium,Medium-High,Public administration and defence,USA,Yes,No,No,Yes,Low,Yes,No,Yes,Federal Agency,Yes,No,No,No,Missing,Type 2,Misuse of resources,External,Insufficient input validation,High,Confidentiality,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,NA,Hacked due to database vulnerability and SQL injection,
2014,US Investigations Services (USIS),Yes,Large,Medium-High,Public administration and defence,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,No,No,No,No,25000,NA,NA,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown,
2015,US Office of Personnel Management,Yes,Large,Medium-High,Public administration and defence,USA,No,No,No,Yes,High,Yes,Yes,Yes,Organisation,Yes,No,Yes,NA,Missing,Type 1,Installed malware,External,Vendor vulnerability,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,NA,Malware installed,
2014,US Postal Service,Yes,Large,Medium-High,Public administration and defence,USA,Yes,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,Yes,No,800000,NA,NA,External,Unknown network attack,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,NA,Unknown,
2017,"USA Hoist Company, Inc./Mid-American Elevator/Mid-American Equipment",No,Medium,High,Transport equipment,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,No,Yes,Missing,Type 1,Installed malware,External,Unknown device attack,High,Availability,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,NA,Ransomware ,
2013,UT Physicians,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,No,Yes,Missing,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen ,
2012,Utah Department of Technology Services,Yes,NA,Medium-High,Public administration and defence,USA,No,No,No,Yes,High,Yes,Yes,Yes,Organisation,Yes,No,No,No,280000,Type 2,Misuse of resources,External,Insufficient authentication validation,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,NA,Used a default password to access a network,
2012,Utah Medicaid,Yes,NA,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,Yes,NA,Yes,Organisation,Yes,No,Yes,NA,181604,Type 4,Web compromise,External,Unknown network attack,High,Confidentiality,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,NA,Online server was hacked,
2016,uTorrent,Yes,NA,High,IT and other information services,USA,No,No,No,Yes,Low,No,NA,No,Organisation,No,No,No,Yes,350000,Type 2,Misuse of resources,External,Vendor vulnerability,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Forum was accessed  caused by vendor vulnerability,
2016,Valley Anaesthesiology & Pain Consultants,Yes,NA,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,NA,Yes,Yes,Organisation,Yes,No,Yes,No,882590,NA,NA,External,Unknown network attack,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown attack,
2019,Valley Hope Association,Yes,Large,Low-Medium,Human health activities,USA,Yes,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,Yes,No,Missing,Type 2,Misuse of resources,External,Social engineering,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Email account used to access data,
2009,"Valley Kaiser, Kaiser Permanente",Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,No,Organisation,Yes,No,NA,NA,15500,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Device stolen,
2017,"Value Eyecare Network, Inc",Yes,NA,Medium-High,"Computer, electronic and optical products",USA,No,No,No,Yes,Medium,NA,No,Yes,Organisation,Yes,No,Yes,Yes,Missing,Type 4,Web compromise,External,Unknown website/web application attack,High,Confidentiality,Yes,No,No,Yes,NA,No,Yes,No,No,No,No,No,No,No,NA,PoS web compromise,
2007,Valve Software,Yes,NA,High,IT and other information services,USA,No,No,No,Yes,Medium,NA,No,Yes,Organisation,Yes,No,No,No,Missing,Type 4,Web compromise,External,Unknown website/web application attack,High,Confidentiality,Yes,No,No,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Unknown attack on website,
2016,Vascular Surgical Associates,Yes,Medium,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,Yes,No,Organisation,Yes,No,No,No,Missing,Type 2,Misuse of resources,External,Vendor vulnerability,Medium,Confidentiality,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,NA,Vendor's credentials used inappropriately,
2013,"Vendini, Inc.",No,Medium,Medium-High,"Arts, entertainment and recreation",USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,No,No,No,No,Missing,Type 4,Web compromise,External,Unknown network attack,High,Confidentiality,Yes,Yes,Yes,Yes,NA,No,No,Yes,Yes,Yes,Yes,No,No,Yes,NA,Unknown attack on website,
2017,"Ventiv Technology, Inc.",Yes,Large,High,IT and other information services,USA,Yes,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,Yes,Yes,Missing,Type 2,Misuse of resources,External,Social engineering,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Misuse of resources resulting from phishing attack,
2016,Vera Bradley,No,Large,Medium-High,"Wholesale, retail trade and repair",USA,No,No,No,Yes,Low,No,No,Yes,Federal Agency,Yes,No,No,No,Missing,Type 1,Installed malware,External,Unknown network attack,High,Confidentiality,Yes,No,Yes,Yes,NA,Yes,Yes,No,No,No,No,No,No,No,?,Malware installed on PoS,
2007,Verisign,Yes,Large,High,IT and other information services,USA,Yes,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,No,No,Missing,Type 3,Physical Theft,External,Physical device,Low,Confidentiality,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,?,Laptop stolen,
2016,Verity Health System,Yes,Large,Low-Medium,Human health activities,USA,Yes,No,No,Yes,Medium,No,No,No,Organisation,Yes,No,No,No,Missing,Type 2,Misuse of resources,External,Social engineering,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Phishing attack,
2019,"Verity Health System of California, Inc.",Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,Yes,Yes,14894,Type 2,NA,External,Social engineering,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Phishing attack,
2006,Vermont State Colleges,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,No,No,Missing,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2014,Veterans of Foreign Wars of the U.S.,No,NA,Low-Medium,Residential care and social work activities,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,Yes,Yes,55000,Type 1,Installed malware,External,Unknown website/web application attack,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Malware installed on website,
2014,Viator,No,Large,High,Advertising and other business services,USA,No,No,No,Yes,Low,NA,No,Yes,Credit card/bank,Yes,No,Yes,Yes,1400000,Type 4,Web compromise,External,Unknown website/web application attack,High,Confidentiality,Yes,Yes,No,Yes,NA,Yes,Yes,No,No,No,No,No,No,No,NA,Attack affecting database,
2014,Vibram,No,Large,Medium-High,Furniture and other manufacturing repairs,USA,No,No,No,Yes,Medium,NA,No,Yes,Organisation,Yes,No,No,No,Missing,Type 4,Web compromise,External,Vendor vulnerability,High,Confidentiality,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,NA,Vendor's e-commerce web platform was compromised through malicious code,
2018,ViewFines,Yes,NA,Medium-High,Public administration and defence,South Africa,No,No,No,Yes,Low,Yes,No,Yes,Federal Agency,Yes,No,No,No,934000,NA,NA,External,Unknown network attack,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,NA,Unauthorised access but unknown,
2017,Virgin America,Yes,Large,Low,Transportation storage,USA,No,No,No,Yes,Medium,NA,No,Yes,Organisation,Yes,No,No,Yes,Missing,NA,NA,External,Unknown network attack,High,Confidentiality,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown attack,
2011,Virginia Commonwealth University,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Medium,NA,No,NA,Organisation,Yes,No,No,No,176567,Type 1,Installed malware,External,Unknown network attack,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown attack where suspicious files were put,
2009,Virginia Commonwealth University,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Low,No,No,NA,Organisation,NA,No,NA,NA,17214,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,NA,Computer stolen,
2009,Virginia Prescription Monitoring Program,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,NA,No,NA,NA,Missing,NA,NA,External,NA,High,Availability,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,NA,Unknown,
2017,VisionQuest Eyecare,Yes,Small,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,No,No,85995,NA,NA,External,Unknown network attack,High,Confidentiality,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,NA,Unknown,
2016,VK,Yes,Large,High,IT and other information services,Russia,No,No,No,Yes,Low,Yes,No,Yes,Public,Yes,No,No,No,171000000,Type 4,Web compromise,External,Unknown network attack,High,Confidentiality,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,NA,Database hacked,
2012,VNA Health Care Hartford Hospital,Yes,NA,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,No,No,No,Organisation,No,No,Yes,No,10000,Type 3,Physical Theft,External,Physical device,High,Confidentiality,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2013,Vodafone,Yes,Large,High,Telecommunications,Germany,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,No,No,2000000,NA,NA,External,Unknown network attack,Medium,Confidentiality,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No change,Unknown,
2016,Voya Financial Advisor's Inc.,Yes,Medium,High,Finance and insurance,USA,Yes,No,No,Yes,Medium,No,No,No,Organisation,Yes,No,No,No,5600,Type 2,Misuse of resources,External,Social engineering,Low,Confidentiality,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,NA,Attackers impersonated customers to access data through support line calls,
2015,VTech,Yes,Large,Medium-High,"Computer, electronic and optical products",USA,No,No,No,Yes,Low,Yes,NA,Yes,Organisation,Yes,No,No,No,650000,Type 2,NA,External,Insufficient authentication validation,Low,Confidentiality,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,?,Unauthorised access,
2013,VUDU,No,Medium,Medium-High,"Arts, entertainment and recreation",USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,Yes,Yes,Missing,Type 3,Physical Theft,External,Physical device,High,Confidentiality,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,NA,Hard drives stolen with only passwords encrypted,
2017,W W Grainger inc,Yes,NA,Medium-High,Machine equipment,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,Yes,Missing,Type 4,Web compromise,External,Vendor vulnerability,High,Confidentiality,Yes,Yes,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Website for chat room compromised,
2005,Wachovia Bank,Yes,Large,High,Finance and insurance,USA,No,No,No,NA,Low,No,No,No,NA,NA,No,Yes,Yes,48000,Type 5,Misuse of resources,Internal,Inappropriate use of privilege,High,Confidentiality,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,No,No,No,No,No,?,Sold data,
2017,Waco Otolaryngology Associates ,Yes,Small,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,Yes,NA,Yes,Organisation,Yes,No,Yes,Yes,Missing,Type 1,Installed malware,External,NA,High,Availability,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Ransomware ,
2017,Walnut Place,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,Yes,Missing,Type 1,Installed malware,External,Unknown network attack,High,Availability,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Ransomware ,
2014,Warsaw Stock Exchange,Yes,NA,High,Finance and insurance,Poland,No,No,No,Yes,Low,NA,NA,NA,Organisation,NA,No,No,No,Missing,Type 2,Misuse of resources,External,Insufficient authentication validation,Low,Confidentiality,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,Used credentials to access internal system,
2011,Washington Post,No,Large,Medium-High,"Arts, entertainment and recreation",USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,Yes,1270000,NA,NA,External,NA,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2016,Washington Redskins,No,NA,Medium-High,"Arts, entertainment and recreation",USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,No,No,Missing,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2017,Washington State University,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,Yes,No,1193190,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,NA,Hard drives stolen ,
2017,Washington University School of Medicine,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,No,No,80270,Type 2,Misuse of resources,External,Social engineering,Low,Confidentiality,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NA,Phishing attack,
2017,We Heart It,No,Medium,Medium-High,"Arts, entertainment and recreation",USA,No,No,No,Yes,Low,Yes,No,Yes,Federal Agency,Yes,No,No,Yes,8000000,Type 2,NA,External,Social engineering,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2015,Web.com,No,Large,High,Advertising and other business services,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,Yes,No,93000,NA,NA,External,Unknown network attack,High,Confidentiality,Yes,No,Yes,Yes,NA,Yes,No,Yes,Yes,No,No,No,No,No,NA,Unknown,
2017,Weebly,No,Large,Medium-High,"Arts, entertainment and recreation",USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,No,No,43430316,NA,NA,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2017,WEI Mortgage,Yes,NA,High,Finance and insurance,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,Yes,Yes,Missing,Type 2,Misuse of resources,External,Social engineering,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Phishing attack,
2012,WeiserMazars,No,Large,High,Legal and accounting activities,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,Yes,No,Missing,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,NA,Laptop was stolen,
2017,Welk resort group inc,No,Large,Low,Accommodation and food service activities,USA,Yes,No,No,Yes,Medium,NA,No,NA,Organisation,Yes,No,Yes,Yes,Missing,Type 2,Misuse of resources,External,Social engineering,High,Confidentiality,Yes,No,Yes,Yes,NA,Yes,No,No,No,No,No,No,No,No,NA,Gained access to employee email accounts,
2016,Wendy's,Yes,Large,Low,Accommodation and food service activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,Yes,Missing,Type 1,Installed malware,External,Unknown network attack,High,Confidentiality,Yes,No,Yes,Yes,NA,No,No,Yes,No,Yes,Yes,No,No,Yes,?,Malware installed on PoS,
2018,West Hills Hospital & Medical Center,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,No,No,No,Yes,185000,Type 2,NA,External,Vendor vulnerability,High,Confidentiality,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,NA,Vendor was attacked providing access to the system,
2006,Western Illinios University,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,Yes,Missing,NA,NA,External,Unknown network attack,Low,Confidentiality,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,NA,Unknown attack,
2007,Western Union,Yes,Large,High,Finance and insurance,USA,No,No,No,NA,Low,NA,NA,NA,Organisation,NA,No,Yes,NA,20000,Type 2,Misuse of resources,External,NA,High,Confidentiality,Yes,No,No,Yes,NA,No,No,No,No,No,No,No,No,No,No change,Accessed offline file,
2017,Westlake Touchless Car Wash,No,Small,High,Other service activities,USA,No,No,No,Yes,Low,NA,NA,NA,Organisation,No,No,Yes,Yes,Missing,Type 1,Installed malware,External,Vendor vulnerability,High,Confidentiality,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,NA,Malware installed on PoS,
2016,"Wheeler, Egger, CPA's LLP",No,Small,High,Legal and accounting activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,Yes,Missing,NA,NA,External,Unknown network attack,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown,
2013,White Lodging Services Corporation,No,Large,Low,Accommodation and food service activities,USA,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,Yes,Yes,Missing,Type 1,Installed malware,External,Unknown network attack,High,Confidentiality,Yes,No,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Malware installed on PoS,
2016,Whiting Turner Contracting,No,Large,Low,Construction,USA,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,Yes,Yes,Missing,Type 2,Misuse of resources,External,Vendor vulnerability,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,NA,Vendor was hacked. ,
2017,Whole Foods,Yes,Large,Low,"Food products, beverages and tobacco",USA,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,No,No,Missing,NA,NA,External,Unknown network attack,High,Confidentiality,Yes,No,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,PoS system attacked,
2012,Wilton's Brands LLC,Yes,Large,Low,"Food products, beverages and tobacco",USA,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,Yes,Yes,Missing,NA,NA,External,Unknown network attack,High,Confidentiality,Yes,No,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2017,Wishbone,Yes,NA,Medium-High,Machine equipment,USA,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,No,Yes,2200000,NA,NA,External,Unknown network attack,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Unknown attack affecting MongoDB,
2017,Women's Health Care Group of Pennsylvania,Yes,NA,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,No,300000,Type 1,Installed malware,External,Unknown network attack,High,Availability,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,NA,Ransomware ,
2017,Wonga,Yes,Large,High,Finance and insurance,UK,No,No,No,Yes,Low,NA,NA,NA,Organisation,No,No,No,Yes,245000,NA,NA,External,Unknown network attack,High,Confidentiality,Yes,Yes,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Unknown attack,
2011,WordPress,No,Medium,Medium-High,"Publishing, audiovisual and broadcasting",USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,Yes,Missing,NA,NA,External,Unknown network attack,Low,Confidentiality,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,NA,Server hacked,
